cluster_id	cluster_size	sample	background	enrichment_pvalue_zbinom	enrichment_fdr_zbinom	log_fold_change	sample_usage	background_usage	sample_fraction_in_cluster	log2fc_smooth	fc_smooth	minus_log10_fdr	support_log	enrichment_support_score	enrichment_stat_score	internal_edges_n	internal_mreach_q90	cohesion	external_edges_n	external_mreach_q10	separation	density_validity	geometry_score	has_density_validity	is_sample_knn_closed	log2_odds	odds_ratio	dbcv_with_odds	redcea_auxiliary_validity	is_good_candidate	is_good_candidate_relaxed
0	688	22	666	8.710307919379545e-07	7.403761731472613e-06	0.4354458318407264	0.018151815181518153	0.00666	0.03197674418604651	1.4778585222045626	2.7853498027972345	5.130547566198404	3.1354942159291497	4.633816848334007	23.7740177534292	148	60.62996292114258	60.62996292114258	6	56.7265739440918	56.7265739440918	-0.06438052720117385	0.0	True	False	1.4940473746787974	2.816780948702106	0.0	0.0	False	False
1	125	50	75	0.0	0.0	1.7404061211169466	0.041254125412541254	0.00075	0.4	5.786273234390576	55.187637969094894	300.0	3.9318256327243257	22.750617420923557	1137.530871046178	336	57.68745040893555	57.68745040893555	14	51.06173324584961	51.06173324584961	-0.11485543417359352	0.0	True	False	5.845357008610441	57.4946977141636	0.0	0.0	False	False
2	7283	61	7222	0.003239477308137	0.0200258597230287	-0.1568302689032487	0.05033003300330033	0.07222	0.008375669367019086	-0.5093015871488769	0.7025624680848148	1.6984088303022693	4.127134385045092	0.0	0.0	346	64.95649719238281	64.95649719238281	81	46.66147232055664	46.66147232055664	-0.2816504223994941	0.0	True	False	-0.5435638728079066	0.6860740133529387	0.0	0.0	False	False
3	537	4	533	0.3318217280704274	0.9190949659209672	-0.2081698374211184	0.0033003300330033004	0.00533	0.0074487895716946	-0.5229529684182523	0.6959458832481183	0.03663961261319642	1.6094379124341003	0.0	0.0	12	90.21578979492188	90.21578979492188	16	81.21556091308594	81.21556091308594	-0.09976334411409818	0.0	True	False	-0.5264836209672605	0.6942448037739555	0.0	0.0	False	False
4	10	9	1	0.0	0.0	2.870739889223018	0.007425742574257425	1e-05	0.9	9.02943150368629	522.5522552255225	300.0	2.302585092994046	20.791034378598862	1039.551718929943	59	14.054094314575195	14.054094314575195	4	14.112515449523926	14.112515449523926	0.004139668449447208	0.004139668449447208	True	False	9.039577847191506	526.2402714305497	0.08616470337441881	0.08606798904845794	True	True
5	24026	194	23832	1.6131096458593674e-10	1.687560860283646e-09	-0.1728613801048081	0.16006600660066006	0.23832	0.008074585865312577	-0.5705498400048121	0.6733601084854107	8.772740555795462	5.272999558563747	0.0	0.0	1158	66.88920593261719	66.88920593261719	200	33.94469451904297	33.94469451904297	-0.4925235836520745	0.0	True	False	-0.712339731652275	0.6103295165526093	0.0	0.0	False	False
6	6589	61	6528	0.035119191238383	0.1837003849392343	-0.1129529305582521	0.05033003300330033	0.06528	0.009257853999089391	-0.36355484197610277	0.7772470591625298	0.7358899336407885	4.127134385045092	0.0	0.0	378	59.51019287109375	59.51019287109375	49	31.809720993041992	31.809720993041992	-0.465474409368061	0.0	True	False	-0.38706566866647796	0.7646833312543144	0.0	0.0	False	False
7	2949	32	2917	0.5669818323375528	0.9190949659209672	-0.0432890706186713	0.026402640264026403	0.02917	0.010851135978297729	-0.12168263660239464	0.919115047751562	0.03663961261319642	3.4965075614664802	0.0	0.0	194	68.82184600830078	68.82184600830078	30	38.629187774658206	38.629187774658206	-0.4387074742226612	0.0	True	False	-0.12639295358476677	0.9161190830574095	0.0	0.0	False	False
8	160	30	130	0.0	0.0	1.279675282593694	0.024752475247524754	0.0013	0.1875	4.269297831956862	19.283537549157213	300.0	3.4339872044851463	14.660714127076043	733.0357063538021	210	50.371315002441406	50.371315002441406	0					False	True	4.302977846361875	19.739011607656366			False	True
9	1958	8	1950	0.0011633640151422	0.0075341669552071	-0.4704472441467777	0.006600660066006601	0.0195	0.0040858018386108275	-1.4756989508103624	0.3595591550952069	2.1229647601718025	2.1972245773362196	0.0	0.0	32	72.09414672851562	72.09414672851562	24	56.163509368896484	56.163509368896484	-0.220969913405162	0.0	True	False	-1.4951467531291316	0.35474475204014183	0.0	0.0	False	False
10	1939	67	1872	0.0	0.0	0.4702663384747226	0.05528052805280528	0.01872	0.03455389375966993	1.5725320846685786	2.9742627133207318	300.0	4.219507705176107	6.6353112478957135	331.76556239478566	398	67.38842010498047	67.38842010498047	71	38.60084533691406	38.60084533691406	-0.4271887473132614	0.0	True	False	1.6266884371095687	3.088033571897696	0.0	0.0	False	False
11	599	25	574	6.862954649022868e-12	7.778015268892584e-11	0.5555254964604118	0.020627062706270627	0.00574	0.041736227045075125	1.8727287502892427	3.662246120173374	10.109131208631439	3.258096538021482	6.1015310579706785	61.681178038565385	164	64.87944030761719	64.87944030761719	11	53.280399322509766	53.280399322509766	-0.17877837617143613	0.0	True	False	1.8938932632131467	3.7163677339563006	0.0	0.0	False	False
12	5218	41	5177	0.0048152196076109	0.0280100986760843	-0.1847969280818792	0.03382838283828383	0.05177	0.007857416634725948	-0.5965340107970887	0.6613408805873344	1.552685361208441	3.7376696182833684	0.0	0.0	249	75.33353424072266	75.33353424072266	38	42.10711936950683	42.10711936950683	-0.4410574282237085	0.0	True	False	-0.6241847161704941	0.6487863104765874	0.0	0.0	False	False
13	1907	7	1900	0.0007456313759137	0.0053371509012775	-0.5171581807070259	0.005775577557755775	0.019	0.0036706869428421605	-1.6188062232895861	0.32560477831524276	2.2726905178886265	2.0794415416798357	0.0	0.0	25	69.73905944824219	69.73905944824219	24	63.4548454284668	63.4548454284668	-0.09011039250449467	0.0	True	False	-1.6387157806950157	0.32114221289754236	0.0	0.0	False	False
14	2616	13	2603	0.0008194449846317	0.0055722258954956	-0.3850334355994259	0.010726072607260726	0.02603	0.004969418960244648	-1.2248826982629204	0.42783229734534806	2.2539712857910335	2.6390573296152584	0.0	0.0	38	138.09849548339844	138.09849548339844	53	40.886898040771484	40.886898040771484	-0.7039294461706376	0.0	True	False	-1.2479695102985762	0.42104037491455276	0.0	0.0	False	False
15	1241	9	1232	0.1224356400057016	0.4897425600228065	-0.2198708181714467	0.007425742574257425	0.01232	0.007252215954875101	-0.6529779268578277	0.6359662335401897	0.3100321529148159	2.302585092994046	0.0	0.0	52	79.54415893554688	79.54415893554688	11	66.13589477539062	66.13589477539062	-0.168563780667047	0.0	True	False	-0.6607014648379268	0.632570654724936	0.0	0.0	False	False
16	1888	40	1848	0.0001739040030326	0.001391232024261	0.2518554046242294	0.033003300330033	0.01848	0.0211864406779661	0.854177165661242	1.8077274321968302	2.8566004340244877	3.713572066704308	3.1720484624162464	9.06127501448496	264	83.77098846435547	83.77098846435547	16	61.30162048339844	61.30162048339844	-0.26822374180910785	0.0	True	False	0.8750758612667564	1.8341045266345737	0.0	0.0	False	False
17	2292	17	2275	0.0416677394562881	0.2098819468909326	-0.2100350994197687	0.014026402640264026	0.02275	0.007417102966841187	-0.6562183630593621	0.6345393932933175	0.6780249158856136	2.8903717578961645	0.0	0.0	116	59.576534271240234	59.576534271240234	3	59.576534271240234	59.576534271240234	0.0	0.0	True	False	-0.6696358282876167	0.628665357832662	0.0	0.0	False	False
18	886	11	875	0.9030345620099048	0.9190949659209672	0.0158820123446293	0.009075907590759076	0.00875	0.012415349887133182	0.11606507858731607	1.0837748537846361	0.03663961261319642	2.4849066497880004	0.28841088558978856	0.010567263121438766	71	66.09978485107422	66.09978485107422	6	54.49127197265625	54.49127197265625	-0.17562103877603338	0.0	True	False	0.11594627199156982	1.0836856081050408	0.0	0.0	False	False
19	65	2	63	0.1569425466804008	0.547286829449603	0.4181868265903858	0.0016501650165016502	0.00063	0.03076923076923077	1.699709899079057	3.248356331696161	0.2617850031021242	1.0986122886681098	1.8673221822990846	0.4888369432858312	2	97.20708465576172	97.20708465576172	12	87.36027526855469	87.36027526855469	-0.10129724003222007	0.0	True	False	1.7005945522586803	3.250348817921926	0.0	0.0	False	False
