cluster_id	cluster_size	sample	background	enrichment_pvalue_zbinom	enrichment_fdr_zbinom	log_fold_change	sample_usage	background_usage	sample_fraction_in_cluster	log2fc_smooth	fc_smooth	minus_log10_fdr	support_log	enrichment_support_score	enrichment_stat_score	internal_edges_n	internal_mreach_q90	cohesion	external_edges_n	external_mreach_q10	separation	density_validity	geometry_score	has_density_validity	is_sample_knn_closed	log2_odds	odds_ratio	dbcv_with_odds	redcea_auxiliary_validity	is_good_candidate	is_good_candidate_relaxed
0	283	78	205	0.0	0.0	1.6246529913246697	0.08637873754152824	0.00205	0.2756183745583039	5.402684462165897	42.302894110736574	300.0	4.3694478524670215	23.606748020767725	1180.3374010383864	539	39.27765655517578	39.27765655517578	7	40.842376708984375	40.842376708984375	0.03831119244009107	0.03831119244009107	True	False	5.5291889025624394	46.179764236376705	0.9255793524531354	0.9044026663083713	True	True
1	204	50	154	0.0	0.0	1.5557615331919157	0.05537098560354374	0.00154	0.24509803921568626	5.177806751803375	36.197213889695284	300.0	3.9318256327243257	20.35823330803359	1017.9116654016796	339	39.05037307739258	39.05037307739258	11	49.398372650146484	49.398372650146484	0.20948057633479997	0.20948057633479997	True	False	5.2569253479703475	38.237739898343584	4.329819774070262	4.264654446525197	True	True
2	465	173	292	0.0	0.0	1.8169755013678943	0.19158361018826134	0.00292	0.3720430107526882	6.037557335063447	65.68797266471682	300.0	5.159055299214529	31.148092163770624	1557.4046081885313	1192	32.19590377807617	32.19590377807617	19	24.066720962524414	24.066720962524414	-0.2524912135278318	0.0	True	False	6.33918745230676	80.96280969011973	0.0	0.0	False	False
3	33	24	9	0.0	0.0	2.470280981928616	0.026578073089700997	9e-05	0.7272727272727273	8.157840627627577	285.5977152182784	300.0	3.2188758248682006	26.259075979398034	1312.9537989699018	168	38.503196716308594	38.503196716308594	0					False	True	8.195760403345968	293.20388378564405			False	True
4	18	15	3	0.0	0.0	2.743282253906701	0.016611295681063124	3e-05	0.8333333333333334	8.937899685285226	490.4287296313878	300.0	2.772588722239781	24.781119867932308	1239.0559933966153	105	40.86281204223633	40.86281204223633	0					False	True	8.961217828910533	498.419889058606			False	True
5	14513	49	14464	1.1546319456101628e-14	3.0020430585864253e-13	-0.4257800834074471	0.05426356589147287	0.14464	0.0033762833321849374	-1.3998139164424526	0.37897802030839867	12.522583082921404	3.912023005428146	0.0	0.0	228	61.6071662902832	61.6071662902832	115	35.71273422241211	35.71273422241211	-0.4203152591998897	0.0	True	False	-1.5455563395938587	0.34256357461674336	0.0	0.0	False	False
6	6220	29	6191	0.0002030436542401	0.0037708107216032	-0.2850505564125492	0.03211517165005537	0.06191	0.004662379421221865	-0.922371908430268	0.527640822193181	2.423565266752785	3.4011973816621555	0.0	0.0	184	67.352294921875	67.352294921875	19	51.16654663085937	51.16654663085937	-0.24031472587222477	0.0	True	False	-0.9682983692471092	0.5111085500709741	0.0	0.0	False	False
7	1887	5	1882	0.0033105211778605	0.0430367753121874	-0.5313373649820968	0.005537098560354375	0.01882	0.002649708532061473	-1.6279442339660406	0.3235489198613444	1.3661602772252408	1.791759469228055	0.0	0.0	18	82.64630126953125	82.64630126953125	17	70.5432357788086	70.5432357788086	-0.146444127623466	0.0	True	False	-1.6481396662163101	0.31905130359659495	0.0	0.0	False	False
8	459	29	430	0.0	0.0	0.8732417920198294	0.03211517165005537	0.0043	0.06318082788671024	2.9238319189209507	7.5885903614612795	300.0	3.4011973816621555	9.944529467054172	497.22647335270864	184	48.57502746582031	48.57502746582031	19	16.254026412963867	16.254026412963867	-0.6653830731356566	0.0	True	False	2.9638898023390743	7.802247708828473	0.0	0.0	False	False
9	625	6	619	0.8617555399854169	0.937385728575155	0.0307728511217006	0.006644518272425249	0.00619	0.0096	0.216537542956444	1.1619415865150422	0.02808166277254026	1.9459101490553132	0.42136260249044527	0.011832562508096616	26	77.47525787353516	77.47525787353516	16	58.60097312927246	58.60097312927246	-0.24361693348696783	0.0	True	False	0.21640081399651656	1.1618314707026294	0.0	0.0	False	False
